1,0.0261670043769607,3.14396543705336e-11,1.29120512639301e-10
2,0.0261670044699388,5.55111512312578e-17,-6.52704126058488e-11
3,0.0261670044024456,4.00510411171756e-11,1.4668551733533e-10
4,0.0261670044660633,-3.03206777128599e-11,4.45227892924067e-11
5,0.0261670044144485,5.06603868612589e-11,1.7447859302288e-10
6,0.0261670044752138,-2.02807949580186e-11,7.04021378238508e-11
7,0.0261670044261006,5.93231387583569e-11,2.04705240796559e-10
8,0.0261670044881147,-9.44299044312998e-12,9.39853521369305e-11
9,0.026167004718268,2.57152964296991e-11,-4.37216906653339e-10
10,0.0261670042321316,-1.5976653151325e-12,2.13843739773733e-10
11,0.0261670040674694,1.33262059510898e-11,8.79021270227785e-10
12,0.0261670049154877,-1.07268216984101e-11,-5.26951329546351e-10
13,0.0261670043973613,1.3951303693673e-11,4.46851870862995e-10
14,0.0261670046149225,1.07325140319568e-11,-6.53791943634757e-11
15,0.0261670044451174,1.54508806927376e-11,5.04942417254819e-10
16,0.0261670046520072,1.29169774179939e-11,2.97635575094405e-12
17,0.0261670045286682,1.72041196640854e-11,5.33981850061799e-10
18,0.0261670046979617,1.54456881302171e-11,8.27040312876553e-11
19,0.0261670046499329,1.99315658754252e-11,5.50158189433729e-10
20,0.0261670047640666,1.86215335158379e-11,1.7637711980646e-10
21,0.0261670048056593,2.50465822293354e-11,5.62674368922637e-10
22,0.0261670048646813,2.25086126161158e-11,2.70181585634783e-10
23,0.0261670049781238,3.62699132274922e-11,5.88784361642633e-10
24,0.0261670050156656,2.6774409556697e-11,3.41090470758899e-10
25,0.02616700501851,4.99980020465484e-11,7.47449055282578e-10
26,0.0261670054368385,3.03960819469368e-11,-9.00404815582545e-11
27,0.026167005175718,5.65933529513879e-11,8.76543279332552e-10
28,0.0261670056121112,7.62874923394252e-11,-2.54112076967947e-11
29,0.0261670053936781,2.9670806644221e-11,1.22343551225692e-09
30,0.0261670063147734,8.44806846675341e-11,-2.86638355229879e-10
31,0.0261670047028059,2.22869832070167e-10,1.25518208050597e-09
32,0.0261670055079719,7.14384529268372e-11,-6.93153321888206e-11
