1,-0.026167004394648,4.81389084062337e-11,-1.75092429203783e-11
2,-0.0261670044399633,5.55111512312578e-17,-8.56445177865914e-11
3,-0.0261670044168564,2.53746836138542e-11,-8.93956733722854e-11
4,-0.0261670044104242,-8.94183089736753e-12,-1.96830814476905e-10
5,-0.0261670044157721,1.24507788860719e-11,-1.29282237355095e-10
6,-0.0261670044044128,-3.03857888822542e-11,-2.33712454018691e-10
7,-0.0261670044140191,4.01635388999788e-12,-1.66230360882443e-10
8,-0.0261670044041378,-4.30985704649432e-11,-2.66655420663805e-10
9,-0.0261670041367134,3.21623861666436e-11,-3.46792100121908e-10
10,-0.0261670046799794,-5.22884602819623e-11,4.23354012793031e-10
11,-0.0261670048124432,1.29894960548133e-11,4.31484046281259e-10
12,-0.0261670040271793,-1.51850038285412e-12,-9.40097330290287e-10
13,-0.0261670045254515,1.41806553072486e-11,-4.23539577613338e-11
14,-0.0261670043762912,1.05923248229221e-11,-5.0273596738329e-10
15,-0.0261670045497132,1.54508297674809e-11,-1.14942395669812e-10
16,-0.0261670044169408,1.32247128746736e-11,-5.61664081433017e-10
17,-0.0261670045809638,1.75300574540876e-11,-1.99956393451622e-10
18,-0.0261670044921151,1.54460180010791e-11,-5.90376904143958e-10
19,-0.0261670046315561,2.14357098553568e-11,-3.01759680148324e-10
20,-0.0261670046057313,1.88400943859188e-11,-6.07464735505425e-10
21,-0.0261670047160941,2.90309813385202e-11,-4.10540983828219e-10
22,-0.0261670047547204,2.38174844661818e-11,-6.26033424902599e-10
23,-0.0261670048510422,4.44775139701147e-11,-5.10221155504068e-10
24,-0.0261670049213586,3.06279032207873e-11,-6.70897644770151e-10
25,-0.0261670052011491,1.48757176599597e-11,-8.87640268289918e-11
26,-0.026167004878171,3.90487490956916e-11,-9.12653187289173e-10
27,-0.0261670052654428,-1.13875089163701e-11,-2.97683417099527e-10
28,-0.0261670050025689,3.91732400134814e-11,-1.11082884124743e-09
29,-0.0261670056908314,-5.80554434989426e-11,-3.95353396218192e-10
30,-0.0261670053169695,1.43867772261913e-11,-1.51947577071784e-09
31,-0.026167005380458,1.54883204241997e-10,-3.12908265953915e-10
32,-0.026167004408052,-1.94525423233456e-11,-1.72409396852849e-09
