0	0	0
-0.675	-0.022606	1.4912
-1.3451	-0.045148	2.9781
-2.0057	-0.067558	4.4565
-2.6519	-0.089773	5.9219
-3.2793	-0.11172	7.3698
-3.8835	-0.13334	8.7957
-4.4607	-0.15454	10.195
-5.0072	-0.17527	11.562
-5.5196	-0.19544	12.893
-5.9951	-0.21497	14.182
-6.4316	-0.23379	15.423
-6.8272	-0.2518	16.611
-7.1807	-0.26893	17.742
-7.4919	-0.28509	18.808
-7.7607	-0.30019	19.804
-7.9881	-0.31415	20.726
-8.1757	-0.3269	21.567
-8.3257	-0.33835	22.323
-8.4412	-0.34844	22.989
-8.5256	-0.35709	23.56
-8.5833	-0.36426	24.032
-8.6189	-0.36988	24.404
-8.6375	-0.37393	24.671
-8.6445	-0.37637	24.832
-8.6458	-0.37719	24.886
-8.6471	-0.37637	24.832
-8.6542	-0.37393	24.671
-8.6727	-0.36988	24.404
-8.7083	-0.36426	24.032
-8.766	-0.35709	23.56
-8.8505	-0.34844	22.989
-8.9659	-0.33835	22.323
-9.116	-0.3269	21.567
-9.3035	-0.31415	20.726
-9.5309	-0.30019	19.804
-9.7998	-0.28509	18.808
-10.111	-0.26893	17.742
-10.464	-0.2518	16.611
-10.86	-0.23379	15.423
-11.296	-0.21497	14.182
-11.772	-0.19544	12.893
-12.284	-0.17527	11.562
-12.831	-0.15454	10.195
-13.408	-0.13334	8.7957
-14.012	-0.11172	7.3698
-14.64	-0.089773	5.9219
-15.286	-0.067558	4.4565
-15.946	-0.045148	2.9781
-16.617	-0.022606	1.4912
-17.292	0	0
